onset	duration	eventnumber	stimulus_file	blockno	trialno	is_faststream	stim	stim_category	category_number	exemplar	exemplar_number	image_name	image_number	aliveness	aliveness_bin	movement	movement_bin	naturalness	naturalness_bin	response_hand_alive	istarget	response	keypressed	rt	correct	time_stimon	time_stimoff	stimdur
34433	100	0	stimuli/nonmovArt/headphones/nma_headphones06.jpg	1	1	1	nma_headphones06.jpg 	nonmovArt	4	headphones	18	headphones06	185	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	63.587916199991	63.6878997000167	0.0999835000257008
34583	100	1	stimuli/animals2/pigeon/animal_pigeon10.jpg      	1	1	1	animal_pigeon10.jpg  	animals2 	1	pigeon    	28	pigeon10    	289	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	63.7379244000185	63.8379209999985	0.0999965999799315
34733	100	2	stimuli/nonmovNat/shell/nmn_shell02.jpg          	1	1	1	nmn_shell02.jpg      	nonmovNat	5	shell     	32	shell02     	321	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	63.8879336999962	63.9879042000102	0.0999705000140239
34883	100	3	stimuli/animals/dolphin/animal_dolphin08.jpg     	1	1	1	animal_dolphin08.jpg 	animals  	0	dolphin   	12	dolphin08   	127	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	64.0379185999918	64.1379321000131	0.100013500021305
35033	100	4	stimuli/movNat/hotspring/mn_hotspring02.jpg      	1	1	1	mn_hotspring02.jpg   	movNat   	3	hotspring 	21	hotspring02 	211	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	64.187921100005	64.2879156999989	0.0999945999938063
35183	100	5	stimuli/plant2/fern/plant_fern08.jpg             	1	1	1	plant_fern08.jpg     	plant2   	7	fern      	14	fern08      	147	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	64.3379226000106	64.4379180000105	0.0999953999998979
35333	100	6	stimuli/movArt/helicopter/ma_helicopter10.jpg    	1	1	1	ma_helicopter10.jpg  	movArt   	2	helicopter	19	helicopter10	199	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	64.4879390000133	64.5879200999916	0.0999810999783222
35483	100	7	stimuli/movNat/fire/mn_fire01.jpg                	1	1	1	mn_fire01.jpg        	movNat   	3	fire      	15	fire01      	150	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	64.638220199995	64.7379283999908	0.0997081999958027
35633	100	8	stimuli/animals/horse/animal_horse02.jpg         	1	1	1	animal_horse02.jpg   	animals  	0	horse     	20	horse02     	201	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	64.7879541000002	64.8879279000103	0.0999738000100478
35783	100	9	stimuli/nonmovNat/sand/nmn_sand03.jpg            	1	1	1	nmn_sand03.jpg       	nonmovNat	5	sand      	31	sand03      	312	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	64.9379370000097	65.037934699998	0.0999976999883074
35933	100	10	stimuli/nonmovArt/lock/nma_lock07.jpg            	1	1	1	nma_lock07.jpg       	nonmovArt	4	lock      	24	lock07      	246	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	65.0879413000075	65.1879344999907	0.099993199983146
36083	100	11	stimuli/movNat/river/mn_river03.jpg              	1	1	1	mn_river03.jpg       	movNat   	3	river     	29	river03     	292	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	65.2379479999945	65.3379390999908	0.0999910999962594
36233	100	12	stimuli/animals2/lemur/animal_lemur10.jpg        	1	1	1	animal_lemur10.jpg   	animals2 	1	lemur     	23	lemur10     	239	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	65.3879499000032	65.4879433000169	0.0999934000137728
36383	100	13	stimuli/animals/horse/animal_horse01.jpg         	1	1	1	animal_horse01.jpg   	animals  	0	horse     	20	horse01     	200	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	65.5379537999979	65.6379503000062	0.0999965000082739
