onset	duration	eventnumber	stimulus_file	blockno	trialno	is_faststream	stim	stim_category	category_number	exemplar	exemplar_number	image_name	image_number	aliveness	aliveness_bin	movement	movement_bin	naturalness	naturalness_bin	response_hand_alive	istarget	response	keypressed	rt	correct	time_stimon	time_stimoff	stimdur
162204	100	0	stimuli/nonmovArt/lock/nma_lock09.jpg            	1	1	1	nma_lock09.jpg       	nonmovArt	4	lock      	24	lock09      	248	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	148.473520100117	148.573510600021	0.0999904999043792
162354	100	1	stimuli/plant/tree/plant_tree06.jpg              	1	1	1	plant_tree06.jpg     	plant    	6	tree      	35	tree06      	355	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	148.623528500088	148.723508000141	0.0999795000534505
162504	100	2	stimuli/plant2/clover/plant_clover09.jpg         	1	1	1	plant_clover09.jpg   	plant2   	7	clover    	9	clover09    	98	alive    	1	still	0	natural 	1	n	0	1        	a	0.0	0	148.773524100194	148.873515000101	0.099990899907425
162654	100	3	stimuli/movNat/river/mn_river01.jpg              	1	1	1	mn_river01.jpg       	movNat   	3	river     	29	river01     	290	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	148.923531500157	149.023527000099	0.0999954999424517
162804	100	4	stimuli/movNat/hotspring/mn_hotspring01.jpg      	1	1	1	mn_hotspring01.jpg   	movNat   	3	hotspring 	21	hotspring01 	210	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	149.073537300108	149.173527100123	0.0999898000154644
162954	100	5	stimuli/nonmovArt/headphones/nma_headphones07.jpg	1	1	1	nma_headphones07.jpg 	nonmovArt	4	headphones	18	headphones07	186	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	149.223554300144	149.323534000199	0.0999797000549734
163104	100	6	stimuli/movArt/train/ma_train08.jpg              	1	1	1	ma_train08.jpg       	movArt   	2	train     	34	train08     	347	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	149.373559100088	149.473536400124	0.0999773000366986
163255	100	7	stimuli/movArt/bus/ma_bus04.jpg                  	1	1	1	ma_bus04.jpg         	movArt   	2	bus       	3	bus04       	33	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	149.524028700078	149.623545099981	0.0995163999032229
163404	100	8	stimuli/nonmovNat/shell/nmn_shell01.jpg          	1	1	1	nmn_shell01.jpg      	nonmovNat	5	shell     	32	shell01     	320	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	149.673545100028	149.773537500063	0.0999924000352621
163554	100	9	stimuli/movArt/car/ma_car03.jpg                  	1	1	1	ma_car03.jpg         	movArt   	2	car       	5	car03       	52	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	149.823552400107	149.923549600178	0.0999972000718117
