onset	duration	eventnumber	stimulus_file	blockno	trialno	is_faststream	stim	stim_category	category_number	exemplar	exemplar_number	image_name	image_number	aliveness	aliveness_bin	movement	movement_bin	naturalness	naturalness_bin	response_hand_alive	istarget	response	keypressed	rt	correct	time_stimon	time_stimoff	stimdur
63272	100	0	stimuli/plant/tree/plant_tree07.jpg              	1	1	1	plant_tree07.jpg     	plant    	6	tree      	35	tree07      	356	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	54.2361613999819	54.3361482999753	0.0999868999933824
63422	100	1	stimuli/animals/cat/animal_cat05.jpg             	1	1	1	animal_cat05.jpg     	animals  	0	cat       	6	cat05       	64	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	54.3861550999573	54.486140999943	0.0999858999857679
63572	100	2	stimuli/movArt/bus/ma_bus05.jpg                  	1	1	1	ma_bus05.jpg         	movArt   	2	bus       	3	bus05       	34	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	54.5361556999851	54.636142399977	0.0999866999918595
63722	100	3	stimuli/nonmovNat/sand/nmn_sand02.jpg            	1	1	1	nmn_sand02.jpg       	nonmovNat	5	sand      	31	sand02      	311	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	54.6861546	54.7861490999349	0.0999944999348372
63872	100	4	stimuli/animals2/lemur/animal_lemur10.jpg        	1	1	1	animal_lemur10.jpg   	animals2 	1	lemur     	23	lemur10     	239	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	54.8361565999221	54.9361656999681	0.100009100046009
64022	100	5	stimuli/animals/dog/animal_dog10.jpg             	1	1	1	animal_dog10.jpg     	animals  	0	dog       	11	dog10       	119	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	54.9861632999964	55.0861558999168	0.0999925999203697
64172	100	6	stimuli/animals2/bee/animal_bee01.jpg            	1	1	1	animal_bee01.jpg     	animals2 	1	bee       	0	bee01       	0	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	55.1361683999421	55.2361624999903	0.0999941000482068
64322	100	7	stimuli/movArt/car/ma_car06.jpg                  	1	1	1	ma_car06.jpg         	movArt   	2	car       	5	car06       	55	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	55.2864581999602	55.3861949999118	0.0997367999516428
64472	100	8	stimuli/animals/dolphin/animal_dolphin07.jpg     	1	1	1	animal_dolphin07.jpg 	animals  	0	dolphin   	12	dolphin07   	126	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	55.4361756999278	55.5361907999031	0.10001509997528
64622	100	9	stimuli/nonmovNat/crystal/nmn_crystal08.jpg      	1	1	1	nmn_crystal08.jpg    	nonmovNat	5	crystal   	10	crystal08   	107	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	55.5861749999458	55.6861649999628	0.0999900000169873
64772	100	10	stimuli/nonmovNat/rock/nmn_rock03.jpg            	1	1	1	nmn_rock03.jpg       	nonmovNat	5	rock      	30	rock03      	302	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	55.7361763999797	55.8361717999214	0.0999953999416903
64922	100	11	stimuli/nonmovNat/shell/nmn_shell06.jpg          	1	1	1	nmn_shell06.jpg      	nonmovNat	5	shell     	32	shell06     	325	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	55.8861790999072	55.9861722999485	0.0999932000413537
65072	100	12	stimuli/animals2/tiger/animal_tiger02.jpg        	1	1	1	animal_tiger02.jpg   	animals2 	1	tiger     	33	tiger02     	331	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	56.0361845999723	56.1361925000092	0.100007900036871
65222	100	13	stimuli/movNat/hotspring/mn_hotspring10.jpg      	1	1	1	mn_hotspring10.jpg   	movNat   	3	hotspring 	21	hotspring10 	219	not_alive	0	moves	1	natural 	1	n	1	0        	 	0.0	0	56.1861901999218	56.286183499964	0.0999933000421152
65372	100	14	stimuli/movNat/fire/mn_fire03.jpg                	1	1	1	mn_fire03.jpg        	movNat   	3	fire      	15	fire03      	152	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	56.3361929999664	56.4361992999911	0.100006300024688
65522	100	15	stimuli/animals2/whale/animal_whale02.jpg        	1	1	1	animal_whale02.jpg   	animals2 	1	whale     	39	whale02     	391	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	56.4861973999068	56.5861970999977	0.0999997000908479
65672	100	16	stimuli/animals/eagle/animal_eagle02.jpg         	1	1	1	animal_eagle02.jpg   	animals  	0	eagle     	13	eagle02     	131	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	56.6362015999621	56.7362153999275	0.100013799965382
65822	100	17	stimuli/nonmovNat/crystal/nmn_crystal02.jpg      	1	1	1	nmn_crystal02.jpg    	nonmovNat	5	crystal   	10	crystal02   	101	not_alive	0	still	0	natural 	1	n	0	1        	f	0.59216560004279	1	56.7862026999937	56.8861968999263	0.0999941999325529
65972	100	18	stimuli/plant/grass/plant_grass06.jpg            	1	1	1	plant_grass06.jpg    	plant    	6	grass     	17	grass06     	175	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	56.9361994999927	57.036229899968	0.100030399975367
66122	100	19	stimuli/movNat/river/mn_river05.jpg              	1	1	1	mn_river05.jpg       	movNat   	3	river     	29	river05     	294	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	57.0862394999713	57.1862334999023	0.09999399993103
66272	100	20	stimuli/plant/cactus/plant_cactus03.jpg          	1	1	1	plant_cactus03.jpg   	plant    	6	cactus    	4	cactus03    	42	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	57.236242899904	57.3362364999484	0.0999936000443995
66422	100	21	stimuli/plant/grass/plant_grass01.jpg            	1	1	1	plant_grass01.jpg    	plant    	6	grass     	17	grass01     	170	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	57.3862480999669	57.4862475999398	0.0999994999729097
66572	100	22	stimuli/plant/flower/plant_flower05.jpg          	1	1	1	plant_flower05.jpg   	plant    	6	flower    	16	flower05    	164	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	57.5362552999286	57.6362317999592	0.099976500030607
66722	100	23	stimuli/movArt/boat/ma_boat08.jpg                	1	1	1	ma_boat08.jpg        	movArt   	2	boat      	2	boat08      	27	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	57.686241999967	57.7862504000077	0.100008400040679
66872	100	24	stimuli/nonmovArt/headphones/nma_headphones08.jpg	1	1	1	nma_headphones08.jpg 	nonmovArt	4	headphones	18	headphones08	187	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	57.8362612999044	57.9362366999267	0.099975400022231
67022	100	25	stimuli/movNat/waves/mn_waves03.jpg              	1	1	1	mn_waves03.jpg       	movNat   	3	waves     	38	waves03     	382	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	57.9862634999445	58.0862471999135	0.099983699969016
67172	100	26	stimuli/movNat/waterfall/mn_waterfall10.jpg      	1	1	1	mn_waterfall10.jpg   	movNat   	3	waterfall 	37	waterfall10 	379	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	58.1362556999084	58.2362667999696	0.100011100061238
67322	100	27	stimuli/animals2/whale/animal_whale05.jpg        	1	1	1	animal_whale05.jpg   	animals2 	1	whale     	39	whale05     	394	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	58.2862723999424	58.3862640999723	0.099991700029932
67472	100	28	stimuli/movArt/train/ma_train09.jpg              	1	1	1	ma_train09.jpg       	movArt   	2	train     	34	train09     	348	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	58.4362744999817	58.5362562999362	0.0999817999545485
67622	100	29	stimuli/movArt/train/ma_train09.jpg              	1	1	1	ma_train09.jpg       	movArt   	2	train     	34	train09     	348	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	58.5862797999289	58.6862561999587	0.0999764000298455
67772	100	30	stimuli/animals/horse/animal_horse01.jpg         	1	1	1	animal_horse01.jpg   	animals  	0	horse     	20	horse01     	200	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	58.7362835999811	58.8362672999501	0.099983699969016
67922	100	31	stimuli/plant2/lemontree/plant_lemontree01.jpg   	1	1	1	plant_lemontree01.jpg	plant2   	7	lemontree 	22	lemontree01 	220	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	58.8862706999062	58.9862934999401	0.100022800033912
68072	100	32	stimuli/plant2/moss/plant_moss01.jpg             	1	1	1	plant_moss01.jpg     	plant2   	7	moss      	25	moss01      	250	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	59.0362919999752	59.1362693000119	0.0999773000366986
68222	100	33	stimuli/nonmovNat/shell/nmn_shell07.jpg          	1	1	1	nmn_shell07.jpg      	nonmovNat	5	shell     	32	shell07     	326	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	59.1862948999042	59.2863021999365	0.100007300032303
68372	100	34	stimuli/plant/cactus/plant_cactus05.jpg          	1	1	1	plant_cactus05.jpg   	plant    	6	cactus    	4	cactus05    	44	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	59.3363005999709	59.4362944999011	0.0999938999302685
68522	100	35	stimuli/animals2/bee/animal_bee03.jpg            	1	1	1	animal_bee03.jpg     	animals2 	1	bee       	0	bee03       	2	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	59.486303399899	59.5862828999525	0.0999795000534505
68672	100	36	stimuli/plant2/lemontree/plant_lemontree01.jpg   	1	1	1	plant_lemontree01.jpg	plant2   	7	lemontree 	22	lemontree01 	220	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	59.6362895999337	59.7363208999159	0.10003129998222
68822	100	37	stimuli/animals2/tiger/animal_tiger09.jpg        	1	1	1	animal_tiger09.jpg   	animals2 	1	tiger     	33	tiger09     	338	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	59.7862969998969	59.8863094999688	0.100012500071898
68972	100	38	stimuli/animals2/tiger/animal_tiger08.jpg        	1	1	1	animal_tiger08.jpg   	animals2 	1	tiger     	33	tiger08     	337	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	59.9362989999354	60.0363088999875	0.1000099000521
69122	100	39	stimuli/plant/vine/plant_vine05.jpg              	1	1	1	plant_vine05.jpg     	plant    	6	vine      	36	vine05      	364	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	60.0863226999063	60.1863141999347	0.0999915000284091
69272	100	40	stimuli/movArt/car/ma_car01.jpg                  	1	1	1	ma_car01.jpg         	movArt   	2	car       	5	car01       	50	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	60.236324199941	60.3363052000059	0.0999810000648722
69422	100	41	stimuli/movNat/fire/mn_fire03.jpg                	1	1	1	mn_fire03.jpg        	movNat   	3	fire      	15	fire03      	152	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	60.3863338999217	60.4863186998991	0.099984799977392
69572	100	42	stimuli/nonmovNat/sand/nmn_sand03.jpg            	1	1	1	nmn_sand03.jpg       	nonmovNat	5	sand      	31	sand03      	312	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	60.5363301999168	60.636323499959	0.0999933000421152
69722	100	43	stimuli/plant2/moss/plant_moss08.jpg             	1	1	1	plant_moss08.jpg     	plant2   	7	moss      	25	moss08      	257	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	60.6863255999051	60.7863276998978	0.100002099992707
