onset	duration	eventnumber	stimulus_file	blockno	trialno	is_faststream	stim	stim_category	category_number	exemplar	exemplar_number	image_name	image_number	aliveness	aliveness_bin	movement	movement_bin	naturalness	naturalness_bin	response_hand_alive	istarget	response	keypressed	rt	correct	time_stimon	time_stimoff	stimdur
57733	100	0	stimuli/animals/horse/animal_horse06.jpg         	1	1	1	animal_horse06.jpg   	animals  	0	horse     	20	horse06     	205	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	93.0338451999996	93.1338317999907	0.099986599991098
57883	100	1	stimuli/nonmovNat/shell/nmn_shell09.jpg          	1	1	1	nmn_shell09.jpg      	nonmovNat	5	shell     	32	shell09     	328	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	93.1838546000072	93.2838398999884	0.0999852999811992
58033	100	2	stimuli/movArt/helicopter/ma_helicopter06.jpg    	1	1	1	ma_helicopter06.jpg  	movArt   	2	helicopter	19	helicopter06	195	not_alive	0	moves	1	artefact	0	n	0	1        	f	0.0	0	93.3338447999849	93.4338395000086	0.0999947000236716
58183	100	3	stimuli/movNat/waterfall/mn_waterfall02.jpg      	1	1	1	mn_waterfall02.jpg   	movNat   	3	waterfall 	37	waterfall02 	371	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	93.4838546999963	93.5838613999949	0.10000669999863
58333	100	4	stimuli/nonmovArt/bench/nma_bench05.jpg          	1	1	1	nma_bench05.jpg      	nonmovArt	4	bench     	1	bench05     	14	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	93.633854499989	93.7338448000082	0.0999903000192717
58483	100	5	stimuli/animals2/whale/animal_whale10.jpg        	1	1	1	animal_whale10.jpg   	animals2 	1	whale     	39	whale10     	399	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	93.7838609000028	93.8838533000089	0.0999924000061583
58633	100	6	stimuli/movArt/car/ma_car09.jpg                  	1	1	1	ma_car09.jpg         	movArt   	2	car       	5	car09       	58	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	93.9338611999992	94.0338533000031	0.0999921000038739
58783	100	7	stimuli/animals/eagle/animal_eagle10.jpg         	1	1	1	animal_eagle10.jpg   	animals  	0	eagle     	13	eagle10     	139	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	94.0841256999993	94.1838620000053	0.0997363000060432
58933	100	8	stimuli/animals2/pigeon/animal_pigeon05.jpg      	1	1	1	animal_pigeon05.jpg  	animals2 	1	pigeon    	28	pigeon05    	284	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	94.2338623999967	94.3338852000015	0.100022800004808
59083	100	9	stimuli/nonmovArt/headphones/nma_headphones03.jpg	1	1	1	nma_headphones03.jpg 	nonmovArt	4	headphones	18	headphones03	182	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	94.3838703999936	94.4838651999889	0.0999947999953292
59233	100	10	stimuli/movArt/bus/ma_bus04.jpg                  	1	1	1	ma_bus04.jpg         	movArt   	2	bus       	3	bus04       	33	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	94.533870299987	94.6338626999932	0.0999924000061583
59383	100	11	stimuli/movArt/helicopter/ma_helicopter03.jpg    	1	1	1	ma_helicopter03.jpg  	movArt   	2	helicopter	19	helicopter03	192	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	94.6838750999886	94.7838694000093	0.0999943000206258
59533	100	12	stimuli/movArt/boat/ma_boat06.jpg                	1	1	1	ma_boat06.jpg        	movArt   	2	boat      	2	boat06      	25	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	94.8338779000042	94.9338870999927	0.100009199988563
59683	100	13	stimuli/nonmovArt/bench/nma_bench09.jpg          	1	1	1	nma_bench09.jpg      	nonmovArt	4	bench     	1	bench09     	18	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	94.9838839999866	95.0838913999905	0.10000740000396
