onset	duration	eventnumber	stimulus_file	blockno	trialno	is_faststream	stim	stim_category	category_number	exemplar	exemplar_number	image_name	image_number	aliveness	aliveness_bin	movement	movement_bin	naturalness	naturalness_bin	response_hand_alive	istarget	response	keypressed	rt	correct	time_stimon	time_stimoff	stimdur
109602	100	0	stimuli/animals/horse/animal_horse03.jpg         	1	1	1	animal_horse03.jpg   	animals  	0	horse     	20	horse03     	202	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	203.345326899998	203.445319599999	0.0999927000011667
109752	100	1	stimuli/nonmovNat/rock/nmn_rock05.jpg            	1	1	1	nmn_rock05.jpg       	nonmovNat	5	rock      	30	rock05      	304	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	203.495337199998	203.595321599998	0.099984399999812
109902	100	2	stimuli/nonmovArt/lock/nma_lock02.jpg            	1	1	1	nma_lock02.jpg       	nonmovArt	4	lock      	24	lock02      	241	not_alive	0	still	0	artefact	0	n	0	1        	a	0.0	0	203.645331099997	203.745325599997	0.0999945000003208
110052	100	3	stimuli/movNat/fire/mn_fire08.jpg                	1	1	1	mn_fire08.jpg        	movNat   	3	fire      	15	fire08      	157	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	203.795336199997	203.8953291	0.0999929000026896
110202	100	4	stimuli/animals2/bee/animal_bee02.jpg            	1	1	1	animal_bee02.jpg     	animals2 	1	bee       	0	bee02       	1	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	203.945355599997	204.045333399998	0.0999778000004881
110352	100	5	stimuli/animals/horse/animal_horse07.jpg         	1	1	1	animal_horse07.jpg   	animals  	0	horse     	20	horse07     	206	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	204.095343199999	204.195335699998	0.0999924999996438
110502	100	6	stimuli/animals/dolphin/animal_dolphin08.jpg     	1	1	1	animal_dolphin08.jpg 	animals  	0	dolphin   	12	dolphin08   	127	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	204.2453456	204.345340599997	0.0999949999968521
110652	100	7	stimuli/movNat/waterfall/mn_waterfall09.jpg      	1	1	1	mn_waterfall09.jpg   	movNat   	3	waterfall 	37	waterfall09 	378	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	204.395639299997	204.495365899998	0.0997266000013042
110802	100	8	stimuli/movArt/helicopter/ma_helicopter04.jpg    	1	1	1	ma_helicopter04.jpg  	movArt   	2	helicopter	19	helicopter04	193	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	204.5453557	204.645349499999	0.0999937999986287
110952	100	9	stimuli/plant2/lemontree/plant_lemontree05.jpg   	1	1	1	plant_lemontree05.jpg	plant2   	7	lemontree 	22	lemontree05 	224	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	204.695358699999	204.795352399997	0.0999936999978672
111102	100	10	stimuli/animals2/bee/animal_bee03.jpg            	1	1	1	animal_bee03.jpg     	animals2 	1	bee       	0	bee03       	2	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	204.845364599998	204.9453732	0.100008600002184
111252	100	11	stimuli/nonmovNat/rock/nmn_rock10.jpg            	1	1	1	nmn_rock10.jpg       	nonmovNat	5	rock      	30	rock10      	309	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	204.995365899998	205.095360199997	0.0999942999987979
111402	100	12	stimuli/plant2/lemontree/plant_lemontree01.jpg   	1	1	1	plant_lemontree01.jpg	plant2   	7	lemontree 	22	lemontree01 	220	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	205.145370399998	205.245361899997	0.0999914999993052
111552	100	13	stimuli/nonmovArt/headphones/nma_headphones08.jpg	1	1	1	nma_headphones08.jpg 	nonmovArt	4	headphones	18	headphones08	187	not_alive	0	still	0	artefact	0	n	0	0        	 	0.0	0	205.295376399998	205.395368599999	0.0999922000009974
111702	100	14	stimuli/plant/tree/plant_tree06.jpg              	1	1	1	plant_tree06.jpg     	plant    	6	tree      	35	tree06      	355	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	205.445379499997	205.5453734	0.0999939000030281
111852	100	15	stimuli/movNat/river/mn_river03.jpg              	1	1	1	mn_river03.jpg       	movNat   	3	river     	29	river03     	292	not_alive	0	moves	1	natural 	1	n	0	0        	 	0.0	0	205.595401099999	205.695376599997	0.0999754999975266
112002	100	16	stimuli/nonmovNat/shell/nmn_shell10.jpg          	1	1	1	nmn_shell10.jpg      	nonmovNat	5	shell     	32	shell10     	329	not_alive	0	still	0	natural 	1	n	0	0        	 	0.0	0	205.7453847	205.8453792	0.0999945000003208
112152	100	17	stimuli/movArt/boat/ma_boat03.jpg                	1	1	1	ma_boat03.jpg        	movArt   	2	boat      	2	boat03      	22	not_alive	0	moves	1	artefact	0	n	0	0        	 	0.0	0	205.895389099998	205.995383099998	0.0999940000001516
112302	100	18	stimuli/plant/tree/plant_tree06.jpg              	1	1	1	plant_tree06.jpg     	plant    	6	tree      	35	tree06      	355	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	206.0453963	206.1453888	0.0999924999996438
112452	100	19	stimuli/plant/cactus/plant_cactus08.jpg          	1	1	1	plant_cactus08.jpg   	plant    	6	cactus    	4	cactus08    	47	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	206.1953994	206.295390499999	0.0999910999998974
112602	100	20	stimuli/animals/dolphin/animal_dolphin08.jpg     	1	1	1	animal_dolphin08.jpg 	animals  	0	dolphin   	12	dolphin08   	127	alive    	1	moves	1	natural 	1	n	0	0        	 	0.0	0	206.345418299999	206.445394399998	0.0999760999984574
112752	100	21	stimuli/plant2/palmtree/plant_palmtree04.jpg     	1	1	1	plant_palmtree04.jpg 	plant2   	7	palmtree  	27	palmtree04  	273	alive    	1	still	0	natural 	1	n	0	0        	 	0.0	0	206.495406899998	206.595400899998	0.0999940000001516
